author;year;title;journal;pages;place;taxa;region;number
Tomasovic, G. & Weyer, G. van de & Dils, J.;2009;A new species of the genus Holopogon from Turkey (Diptera: Asilidae);Phegea 37(1);22-26;Leefdaal;Holopogon n.sp./;/Palae:/Asia/Turkey/;11237
Tominaga, S. Harusawa, K.;2000;Distribution records of two species of Asilidae [in Japanese];Hana abu 9;85;Kyoto;Pogonosoma/Myelaphus/;/Palae:/Asia/Japan/;10253
Tonczyk, G. & Jaskula, R & Socha, G.;2007;Platycnemis pennipes (Pall.) as a prey of Neoitamus cyanurus (Loew) (Zygoptera: Platycnemididae, Diptera: Asilidae);*Notul. odonatol. 6(10);119;?;Neoitamus/Odonata/;/Palae:/Europe/Poland/;11221
Torre-Bueno, J.R. de la;1985;A Glossary of Entomology (6th printing);New York Entomological Society;336 pp. + 9 pls. + 36 pp.;;;;9261
Torres, R.F. & Del-Claro, K.;2000;Mimicry dynamics of wasps and other insects in Southern Brazil;XXI-International Congress of Entomology, Brazil, Abstract book I, Session 06;300;;Hymenoptera/;;10369
Toumanoff, C.;1939;Les ennemies de abeilles.  [The enemies of honey bees];*Hanoi, Impr. d`Extreme, Orient.;178 pp.  (89-94);;;/Orien:/;10167
Townsend, C.H.T.;1895;On the Diptera of Baja California, including some species from adjacent regions;Proceedings of the California Academy of Sciences (2)4;593-620;San Francisco;Proctacanthus n.sp./Stratiomyidae/Syrphidae/;/Nearc:/USA/California/Neotr:/;8297
Townsend, T.;1889;Notes on some interesting flies from the vicinity of Washington, D. C.;Proceedings of the Entomological Society of Washington 1;254-255 (254);Washington;Holcocephala abdominalis/;/Nearc:/USA/Washington D.C./;10168
Townsend, T.;1889;Some Michigan notes recorded;*Insect Life 2(2);42-44 (43);?;Laphria canis/;/Nearc:/USA/Michigan;10169
Tremayne, L.J.;1897;The New Forest at Whitsuntide;The Entomologist`s Record and Journal of Variation 9;210-212 (211);London;Dioctria oelandica/;/Palae:/Europe/UK/;10170
Tricca, G. & Trujillo-Cenóz, O.;1980;The sexual behavior of the robber fly Mallophora ruficauda Wied. (Asilidae, Asilinae) in normal and experimental conditions;*Physiol. Behav. 25(5);627-632;?;Mallophora/;/Neotr:/;8323
Trojan, P.;1961;Lowiki (Diptera: Asilidae) stanowisk kserotermicznych Polski [Raubfliegen von xerothermen Fundorten in Polen];Fragmenta Faunistica. Polska Akademia Nauk 9(10);107-121;Warszawa;;/Palae:/Poland/;8335
Trojan, P.;1970;Klucze do oznaczania owadow Polski, 28. Muchowski-Diptera, 27. Asilidae (in polnisch);Pan. Wyda. Nauk: Polski Zwiazek Entomologiczny 065;1-89;Warszawa;;/Palae:/Poland/;8339
Trojan, P.;1995;Occurrence of Rhagionidae, Therevidae and Asilidae (Diptera) in the pine forests of the Berezinsky Biospheric Reserve;Fragmenta Faunistica. Polska Akademia Nauk 38(3-13);187-189;Warszawa;;/Palae:/Poland/;8341
Truscott, L.;1999;The hornet robberfly Asilus crabroniformis L. (Diptera, Asilidae): Odonata as prey;Journal of the British Dragonfly Society 15(2);50;Wallingford;Asilus crabroniformis/Odonata/;/Palae:/UK/;10268
Tsacas, L.;1959;Contribution à la connaissance des Diptères de Grèce. 1e note;Bulletin de la Societe entomologique de France 64;123-130;Paris;;/Palae:/Greece/;8345
Tsacas, L.;1959;Contribution à l`étude des Diptères du littoral marin de la région de Roscoff;*Arch. Zool. exp. gén. 98;62-92;?;Asilus crabroniformis/;/Palae:/France/;8344
Tsacas, L.;1960;Contribution à la connaissance des Diptères de Grèce. 2e note, Asilidae de Macédonie;Revue Francaise d`Entomologie 27(3);219-230;Paris;(Protophanes)Erax+Tolmerus n.sp./;/Palae:/Greece/;8346
Tsacas, L.;1960;Sur quelques Diptères de l`ile Majorque;Eos. Revista espanola de Entomologia 36(2);237-244;Madrid;Leptogaster/Syrphidae/;/Palae:/Spain/;8347
Tsacas, L.;1961;Sur la validité de Neomochtherus analis Macq. (Dipt. Asilidae);Revue Francaise d`Entomologie 28(3);194-198;Paris;Neomochtherus/;/Palae:/;8348
Tsacas, L.;1963;Description d`espèces nouvelle paléarctiques du genre Neomochtherus Osten-Sacken (Diptera: Asilidae);Bulletin du Museum National d`Histoire Naturelle (2)35(4);345-356;Paris;Neomochtherus n.sp./;/Palae:/;8349
Tsacas, L.;1963;Revision des Neomochtherus Osten-Sacken (Diptera: Asilidae) eclécrits par Macquart;Bulletin du Museum National d`Histoire Naturelle (2)35(3);257-272;Paris;Neomochtherus/;/Palae:/;8350
Tsacas, L.;1964;Deux Asilini paléarctique nouveaux: Cerdistus melanomerus n.sp. et Neomochtherus aquitanus n.sp.;Bulletin de la Societe entomologique de France 69;204-208;Paris;Neomochtherus n.sp./Cerdistus n.sp./;/Palae:/;8351
Tsacas, L.;1964;Révision des espèces du genre Acanthopleura Engel (Diptera - Asilidae);Memoires du Museum national d`Histoire naturelle. Serie A - Zoologie N.S. 28(3);205-240;Paris;Acanthopleura/;/Palae:/;8352
Tsacas, L.;1965;Deux nouvelle espèces paléarctiques du genre Neomochtherus Ost.-Sack. et notes sur l`identité de plusieurs espèces anciennes (Dipt. Asilidae);Annales de la Societe entomologique de France N.S. 1(1);5-18;Paris;Neomochtherus n.sp./;/Palae:/;8353
Tsacas, L.;1965;Le genre Neomochtherus Ost.-Sack. (Diptera, Asilidae) dans les iles de la Mediterranée;Annales de la Societe entomologique de France N.S. 1(4);937-961;Paris;Neomochtherus n.sp./;/Palae:/Mediterranean/;8354
Tsacas, L.;1967;Asilidae du Népal oriental recueillis par M. Ph.Dreux (Dipt.);Bulletin de la Societe entomologique de France 72;267-272;Paris;Neoitamus/Machimus/;/Orien:/Himalaya/Nepal/;8355
Tsacas, L.;1967;Un nouvel Acanthopleura Engel (Dipt., Asilidae) de l`ile de Rhodes;Verhandlungen der Naturforschenden Gesellschaft in Basel 78;311-314;Basel;Acanthopleura/;/Palae:/Greece/;8356
Tsacas, L.;1968;Révision des espèces du genre Neomochtherus Osten-Sacken (Asilidae). I.Région Paléarctique;Memoires du Museum national d`Histoire naturelle. Serie A - Zoologie N.S. 47(3);127-328, 10 pls.;Paris;Neomochtherus/;/Palae:/;8357
Tsacas, L.;1969;Révision des espèces du genre Neomochtherus Osten-Sacken (Asilidae). II.Région Ethiopienne;Memoires du Museum national d`Histoire naturelle. Serie A - Zoologie 61(1);1-32;Paris;Neomochtherus/;/Afrot:/;8358
Tsacas, L.;1969;Un Hoplopheromerus Becker nouveau de la Malaise (Dipt. Asilidae);Bulletin de la Societe entomologique de France 74;132-136;Paris;Hoplopheromerus n.sp./;/Orien:/Malaysia/;8359
Tsacas, L.;1970;Désignation d`un lectotype pour Heteropogon manicatus Meigen et description de H. timondavidi n.sp. (Diptera, Asilidae);Bulletin de la Societe entomologique de France 75;263-267;Paris;Heteropogon n.sp./;/Palae:/;8360
Tsacas, L. & Artigas, J.N.;1994;Le genre Cophinopoda Hull, 1958 (Diptera: Asilidae) à répartition subcosmopolite inhabituelle;Annales de la Societe entomologique de France N.S. 30(1);447-479;Paris;Cophinopoda n.sp./;/Austr:/Orien:/Afrot:/Palae:/;8361
Tsacas, L. & Chenon, R.D. de & Coutin, R.;1970;Observations sur le parastisme larvaire d`Hyperechia bomboides (Dipt. Asilidae);Annales de la Societe entomologique de France N.S. 6(2);493-512;Paris;Hyperechia bomboides/Xylocopa/Apoidea/Hymenoptera/;/Afrot:/;8362
Tsacas, L. & Menier, J.J.;1979;Le genre Proagonistes Loew 1857. Description de deux espèces inédites et nouvelle données sur la distribution du genre (Dipt. Asilidae);Bulletin de la Societe entomologique de France 84;88-97;Paris;Proagonistes n.sp./;/Afrot:/Cameroon/;8363
Tsacas, L. & Oldroyd, H.;1967;Révision du genre Hoplopheromerus Becker (Dipt. Asilidae);Annales de la Societe entomologique de France N.S. 3(2);297-325;Paris;Hoplopheromerus/Hoplopheromerus/;/Orien:/Afrot:/;8364
Tsacas, L. & Weinberg, M.;1976;Phileris n.g. de la  tribu des Asilini de la sous-région Méditerranéene (Diptera, Asilidae);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 17;93-110;Bucuresti;Phileris n.gen./Philonicus/;/Palae:/North Africa/Tunisia/;8365
Tsacas, L. & Weinberg, M.;1977;Eléments pour une révision du genre Philonicus Loew (Diptera, Asilidae);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 18;247-259;Bucuresti;Philonicus n.sp./;/Palae:/;8366
Tuccimei, G.;1907;Saggio di un catalogo dei Ditteri della provincia di Roma;Bollettino della Societa entomologica italiana (2)8;125-158;Genova;;/Palae:/Italy/;8373
Tuccimei, G.;1913;Saggio di un catalogo dei Ditteri della provincia di Roma (Parte quarta);Bollettino della Societa entomologica italiana (3)2;199-239;Genova;;/Palae:/Italy/;8374
Tucker, E.S.;1907;Some results of desultory collecting of insects in Kansas and Colorado;The University of Kansas. Science Bulletin 4;51-112 (92-95);Lawrence;;/Nearc:/USA/Colorado/Kansas/;8375
Tucker, E.S.;1909;Additional results of collecting insects in Kansas and Colorado;Transactions Kansas Academy Science 22;276-304;Topeka;Philonicus/;/Nearc:/USA/Colorado/Kansas/;10289
Tucker, E.S.;1909;Supplementary additions to the list of Kansas Diptera;Transactions Kansas Academy Science 22;306-307;Topeka;Philonicus/;/Nearc:/USA/Kansas/;10290
Tunaley, H.;1895;[Asilus crabroniformis with Lycaena icarus Rott. (Lep.)];Proceedings of the South London Entomology & Natural History Society 1895;62;London;Asilus crabroniformis/Lepidoptera/;/Palae:/Europe/UK/;10171
Turner, H.J.;1896;[Note: Asilus crabroniformis with Lycaena icarus as prey];The Entomologist 29;69;London;Asilus crabroniformis/Lepidoptera/;/Palae:/Europe/UK/;10172
Tuxen, S.L.;1964;Einige Insektenfunde aus Dobrogea und dem Donau-Delta (Rumanien) nebst Beschreibung eines neuen Thysanuren.  [Some insect discoveries at Dobrogea and the Danube Delta, Romania, with a description of a new Thysanura];Entomologiske Meddelelser 32;207-219 (209, 213);Copenhagen;Machimus fimbratus/Satanas gigas/;/Palae:/;10173
Tuxon, S.L. (ed.);1970;Taxonomist`s glossary of genitalia in insects;Copenhagen;284 pp.;;/Diptera/Asilidae/;/Palae:/;8381
Twinn, C.R.;1939;Notes on some parasites and predators of blackflies (Simuliidae, Diptera);Canadian Entomologist 71;101-105;Ottawa;Diptera/Simuliidae/Asilidae/Dioctria/;;10647
Uffen, R.;1993;Oviposition by Eutolmus rufibarbis;Larger Brachycera Recording Scheme Newsletter 10;7;Deeping St James;Eutolmus/;/Palae:/UK/;9502
Unger, F.;1842;Fossile Insecten;Nova Acta Academiae Caesarea Leopoldino-Carolinae Germanicum. Naturae Curiosorum 19;412-428, 2 pls.;Halle;Leptogaster n.sp./;/Palae:/;8399
Uscian, J.M. & Miller, J.S. & Howard, R.W. & Stanley-Samuelson, D.W.;1992;Arachnidonic and eicosapentaenoic acids in tissue lipids of two species of predacious insects, Cicindela circumpicta and Asilus sp.;*Comp. Biochem. Physiol., B, 103B(4);833-838;?;Asilus/Coleoptera/Carabidae/Cicindela/;/Nearc:/;8407
Ussatchov, D.A.;1968;A study of fossil Asilomorpha in the Karatau;*Proceedings of the 13th International Congress of Entomology;311-313;Moscow;Stratiomyidae/;/Palae:/;8408
Ussatchov, D.A.;1968;New jurassic Asilomorpha (Diptera) in Karatau;Entomologiceskoe Obozreniye 57(3);617-628;Moscow;;;10549
Utsuki, N.;2006;A new record of the genus Maira (Diptera: Asilidae) from Japan;Hana abu 22;70;Kyoto;Maira/;/Palae:/Japan/;11017
Utsuki, N.;2006;Classification of Japanese robber flies (Diptera: Asilidae) based on molecular evidence;6th International Congress of Dipterology, Abstracts Volume;286;Fukuoka;;/Palae:/Asia/Japan/;11085
Utsuki, N.;2008;New record of Stichopogon gracilifemur Nagatomi, 1983 (Diptera: Asilidae) from Tochigi Pref., Japan [in Japanese];Hana abu 25;45;Kyoto;Stichopogon/;/Palae:/Asia/Japan/;11183
Väisänen, R.;1982;Vanishing and vulnerable Diptera of Finland;Notulae Entomologicae 62;111-121;;Diptera/Syrphidae/Asilidae/;;8416
Valentine, E.W.;1967;A list of the hosts of entomophagous insects of New Zealand;New Zealand Journal of Science 10;1100-1209 (1107-1108);Auckland;;/Austr:/New Zealand/;9827
Valiakhmedov, B.;1974;The invertebrate fauna of the montane desert soils of the Eastern Pamir (Mts., USSR) and alterations in it following change to agricultural use and grassing;Zoologicheskii Zhurnal 53(7);1094-1096 (1094);Moscow;;/Palae:/Asia/USSR/Pamir/;9828
Vanhara, J.;1981;Lowland forest Diptera (Brachycera, Cyclorrhapha);Acta Scientiarum Naturalium Academiae Scientiarum Bohemicae Brno 15(1);1-32;Brno;Dioctria baumhaueri/;/Palae:/Slovakia/;10888
Vanhara, J.;1986;Impact of man-made moisture changes on floodplain forest Diptera;Acta Scientiarum Naturalium Academiae Scientiarum Bohemicae Brno 20(7);1-35;Brno;;/Palae:/Slovakia/;9342
Vanhara, J. & Rozkosný, R.;1997;Czech and Slovak Dipterological Literature 1986-1995;Brno: Masaryk University;170 pp.;;;/Palae:/Czech Republic/Slovakia/;9302
Varley, G.C.;1963;Xylocopa tenuiscapa, Westw. and its robber-fly mimic Hyperechia xylocopiformis, Walk. in Ceylon;Proceedings of the Royal Entomological Society of London (Ser. C) 28(1);3;London;Hyperechia/Xylocopa/;;10850
Veen, M. van;1980;Roofvliegen in de Peel August 1979;*Stridula 2;12-15;?;;/Palae:/Netherlands/;8445
Veen, M. van;1982;Inventarisatie Duin en Kruidberg en Middenherenduin;*Stridula 1;15-24;?;;/Palae:/Netherlands/;8446
Veen, M. van;1982;Roofvliegen;*Stridula 2;2-15;?;;/Palae:/Netherlands/;8447
Veen, M. van;1984;De Blasskopvliegen en Roofvliegen van Nederland en Belgie;Utrecht: JBU;1-52 (26-52);;Conopidae/;/Palae:/Belgium/Netherlands/;8448
Veen, M. van;1984;Het Eierleggen van Philonicus albiceps (Meigen) (Diptera, Asilidae);Entomologische Berichten. Nederlandse Entomologische Vereniging 44;56;Amsterdam;Philonicus/;/Palae:/Netherlands/;8449
Veen, M. van;1992;Enige Gegevens over Voorkomen en Vliegtijden van Roofvliegen van het Geslacht Dioctria in Nederland;*De Vliegenmepper 1(1);2-8;?;Dioctria/;/Palae:/Netherlands/;8450
Veen, M. van;1995;The Dutch Asilidae;[manuscript];106 pp.;;;/Palae:/Netherlands/;8452
Veen, M. van;1996;De roofvliegen van Nederland;Stichting Uitgeverij Koninklijke Nederlandse Natuurhistorische Vereniging 216;120 pp.;Utrecht;;/Palae:/Netherlands/;8453
Veen, M. van;2001;Roofvliegen, piraten van het luchtruim;*Duin 24(4);14;?;;/Palae:/Netherlands/;11307
Veen, M. van & Aartsen, B. van;2002;De roofvlieg Stichopogon elegantulus nieuw voor Nederland (Diptera: Asilidae);Nederlandse Faunistische Mededelingen 16;77-79;Utrecht;Stichopogon/;/Palae:/Netherlands/;10677
Veen, M. van & Zeegers, T.;1998;Rode en Groene Lijsten voor roofvliegen (Diptera: Asilidae): een kritische beschouwing;Entomologische Berichten. Nederlandse Entomologische Vereniging 58(6);118-123;Amsterdam;;/Palae:/Europe/Netherlands/;9434
Velis, G. & Eguaras, M. &Oppedisano, M. & Marcangeli, J. & Fernandez, N.;1994;Considerazioni sul `moscone cacciatore di api´ Mallophora ruficauda (Diptera: Asilidae) in alveari del sud-est della provincia di Buenos Aires. [The `bee-hunting fly´ in apiaries in the south-east of the province of Buenos Aires] [In Italian];*Ape Nostra Amica 16(5);28-29;?;Mallophora ruficauda/;/Neotr:/Argentina/;10217
Velton, R.K. & Pinto, J.D.;1990;Soikiella Nowicki (Hymenoptera: Trichogrammatidae): Occurrence in North America, description of a new species and association of the male;Pan-Pacific Entomologist 66;246-250;San Francisco;Hymenoptera/;/Nearc:/;8460
Vendl, A. & Nicholls, S.;2007;Asilidae. - In: das Geheimnis der Natur, Energie ist der Schlüssel;Movie: Arte, 10.I.2007, 19:00-19:45;[movie];;Efferia/;/Nearc:/;11029
Verlinden, L.;1982;The Asilidae of Belgium and their distribution in this country;Bulletin & Annales de la Societe royale Belge d`Entomologie 118;177-185;Bruxelles;;/Palae:/Belgium/;8470
Verlinden, L.;1991;Asilidae, in: Grootaert,P./Brruyn,L.De/Meyer,M.De: Catalogue of the Diptera of Belgium;Bruxelles: Studiedoc. KBIN 70;86-87;;Stratiomyidae/Syrphidae/;/Palae:/Belgium/;8472
Verrall, G.H.;1888;A list of British Diptera [2nd edition 1901];London;47 pp.;;;/Palae:/UK/;8476
Verrall, G.H.;1909;British flies, Vol.5, Stratiomyidae and succeeding Families of the Diptera Brachycera of Great Britain;London;780 pp. (31-39, 614-768);;Laphria/Paritamus n.gen./;/Palae:/UK/;8478
Vestal, A.G.;1913;Diptera In an Associational Study of Illinois Sand Prairie;Bulletin, Illinois State Lab. Natural History 10(1);55;Urbana;Proctacanthus brevipennis/P. rufus/;/Nearc:/USA/Illinois/;9829
Veuger, J.;1976;Roofvliegen;*Anax 8(1);12-13;?;;/Palae:/Netherlands/;8481
Vice, W.A.;1873;A new British Dipteron (Laphria flava);The Scottish Naturalist 2;120;Edinburg - London;Laphria/Syrphidae/;/Palae:/UK/;8482
Vieira, R. & Castro, Almeida, D. & Alvim, E. & I. & Bravo, F.;2006;Asilidae (Diptera) da Bahia, Brasil: sinopse das espécies e chave de identificação;Sitientibus Série Ciências Biológicas 6(4);243-256;Feira de Santana;;/Neotr:/Brazil/;10992
Vieira, R. & Castro, I. & Bravo, F.;2004;Two new species of Ommatius Wiedemann (Diptera: Asilidae) from Brazil;Zootaxa 764;1-7;Auckland;Ommatius n.sp./;/Neotr:/Brazil/;10762
Vieira, R. & Castro, I. & Bravo, F.;2005;A new species of Ommatius Wiedemann (Diptera: Asilidae) from Brazil;Zootaxa 1017;19-24;Auckland;Ommatius n.sp./;/Neotr:/Brazil/;10839
Villeneuve, J.;1904;Contribution au catalogue des Diptères de France;La Feuille des jeunes Naturalistes. Revue mensuelle d`Histoire naturelle 34;166-173;Paris;;/Palae:/France/;8494
Villeneuve, J.;1905;Coup d`oeil sur la faune Diptérologique des Alpes Francaises;*Ann. Univ. Grenoble 17(1);5-14;Grenoble;Diptera/Syrphidae/Asilidae/;/Palae:/Alps/France/;8495
Villeneuve, J.;1906;Notes diptèrologiques;Wiener Entomologische Zeitung 25;43-44;Wien;;/Palae:/;8496
Villeneuve, J.;1908;Description de Diptères nouveaux;Wiener Entomologische Zeitung 27;202-204;Wien;Dioctria n.sp./;/Palae:/;8497
Villeneuve, J.;1908;Vieux-neuf diptèrologique;Wiener Entomologische Zeitung 27;199-201;Wien;Tolmerus atricapillus/calceatus/;/Palae:/France/;8499
Villeneuve, J.;1910;Diptères nouveaux du Nord de l`Afrique;Wiener Entomologische Zeitung 29;301-304;Wien;Stichopogon n.sp./Dysmachus n.sp./;/Palae:/North Africa/Tunisia/;8500
Villeneuve, J.;1910;Les espèces des genre Asilus et Thereva (Dipr.) dans la collection Meigen à Paris;Annales de la Societe entomologique de France 78;465-470;Paris;;/Palae:/;8501
Villeneuve, J.;1910;Notes synonymiques;Wiener Entomologische Zeitung 29;304-305;Wien;Heligmoneura/Merodon/Syrphidae/;/Palae:/;8502
Villeneuve, J.;1911;Description de deux Asilides nouveaux de Corse;Bulletin du Museum National d`Histoire Naturelle 17;309-310;Paris;Laphria n.sp./Andrenosoma n.sp./;/Palae:/France/Corsica/Mediterranean/;8503
Villeneuve, J.;1911;Notes diptérologique;Wiener Entomologische Zeitung 30;84-87;Wien;Tolmerus/;/Palae:/;8504
Villeneuve, J.;1911;Réflexions sur quelques Asilus (Dipt.);Bulletin de la Societe entomologique de France 1911;179-180;Paris;;/Palae:/;8505
Villeneuve, J.;1912;Diptères nouveaux du Nord Africain;Bulletin du Museum National d`Histoire Naturelle 18;415-417, 505-511;Paris;Dysmachus/;/Palae:/North Africa/Tunisia/;8506
Villeneuve, J.;1912;Diptères nouveaux recuillies en Syrie par M.H.Gadeau de Kerville et déscites;*Bull. Soc. Amis Sci. nat. Rouen 47(1911);40-55;?;Machimus+Epitriptus n.var./Tabanidae/Stratiomyidae/Syrphidae/Tachinidae/;/Palae:/North Africa/Syria/;8507
Villeneuve, J.;1912;Notes synonymiques;Wiener Entomologische Zeitung 31;96-97;Wien;Dysmachus/Syrphidae/;/Palae:/;8508
Villeneuve, J.;1913;Deux espèces européenes inédites du genre Cyrtopogon Loew (Diptera);Wiener Entomologische Zeitung 32(4-6);179-180;Wien;Cyrtopogon n.sp./Cyclosocerus n.sp./;/Palae:/;8509
Villeneuve, J.;1914;Notes synonymiques;Wiener Entomologische Zeitung 33;207-208;Wien;Stichopogon/Dasypogon/;/Palae:/Algeria/North Africa/;8510
Villeneuve, J.;1920;Diptères paléarctiquues nouveaux ou peu connus;Annales de la Societe entomologique de Belge 60;114-120, 199-205;Bruxelles;Machimus n.sp./Stichopogon n.sp./Tachinidae/;/Palae:/Algeria/North Africa/Spain/;8511
Villeneuve, J.;1922;Description de Saropogon beckeri, Asilidae nouveaux d`Algérie;Annales de la Societe entomologique de Belge 62;141;Bruxelles;Sarapogon n.sp./;/Palae:/Algeria/North Africa/;8513
Villeneuve, J.;1928;Note sur quelques Asilides (Diptera);Bulletin de la Societe entomologique de France 1928;207-208;Paris;Laphria n.sp./;/Palae:/;8516
Villeneuve, J.;1930;Diptères inédites;Bulletin & Annales de la Societe royale Belge d`Entomologie 70;98-104;Bruxelles;(Conosiphon)Machimus+Dysmachus n.sp./Tachinidae/;/Palae:/Algeria/North Africa/;8517
Villeneuve, J.;1931;Propos diptérologiques (suite);Bulletin & Annales de la Societe royale Belge d`Entomologie 71;35-38;Bruxelles;Habropogon n.sp./;/Palae:/Algeria/North Africa/;8518
Villeneuve, J.;1933;A propos de deux Diptères inédites du Maroc;Bulletin de la Societe entomologique de France 38;102-104;Paris;Dysmachus elapsus/;/Palae:/Morocco//North Africa/;8519
Villeneuve, J. & Gauthier, H.;1924;Diptères rapportés du Sud-Tunisien par M.H.Gauthier (1923);Bulletin de la Societe d`Histoire naturelle de l`Afrique du Nord 15;67-70;Alger;Syrphidae/Eumerus/Stratiomyidae/Heligmoneura/Bombyliidae/;/Palae:/North Africa/Tunisia/;8522
Villers, C.J. de;1789;Caroli Linnaei entomologia. Faunae Sueciae descriptionibus aucta, Vol. 3;Lyon;656 pp. + 4 pls. (586-604);;Asilus n.sp./Pamponerus n.sp./;/Palae:/Europe/;9410
Vimmer, A.;1899;O vyznacynch druzich nasich much [About the significant species of our flies] [In Czechoslovakian];*Vesmir 28;(184-185, 208, 210, 231-233, 247, 254-255, 266-267);?;;/Palae:/Europe/;10174
Vimmer, A.;1905;Doplnky ke Kowarzovu seznamu ceskych Dipter. Cast. II. [Supplements to the Kowarz list of Bohemian Diptera.  Part II];Casopis Ceskoslovenske Spolecnosti Entomologicke 2;102-105;Praha;;/Palae:/Europe/Czech Republic/;10175
Vimmer, A.;1906;Doplinky ke Kowarzovu seznamu ceskych Dipter [(Supplements to the Kowarz list of Bohemian Diptera]);Casopis Ceskoslovenske Spolecnosti Entomologicke 3;88-89;Praha;;/Palae:/Europe/Czech Republic/;10176
Vimmer, A.;1912;Seznam ceskych dipter. (List of Bohemian Diptera);Casopis Ceskoslovenske Spolecnosti Entomologicke 9;49-80;Praha;Syrphidae/;/Palae:/Czech Republic/;8525
Vimmer, A.;1915;Doplnky k seznamu ceského hmyzu dvojkrídlého (Supplements to the list of Bohemian Diptera);Casopis Ceskoslovenske Spolecnosti Entomologicke 12;60-61;Praha;Syrphidae/;/Palae:/Czech Republic/;8526
Vimmer, A.;1925;Larvy a kukly dvojkridlrho hmyzu stredoevropskeho se zvlastnim zretelem na skudce rostlin kulturnich;Praha;348 pp., 57 pls. (194-197, pl. 20);;Holopogon/Choerades/Dysmachus/Neoitamus/;/Palae:/;8527
Vimmer, A.;1931;Einige Ergänzungen zur Anatomie der Larve von Vermileo, nebst Bemerkungen über die Mundwerkzeuge der larven der Fam. Rhagionidae (Dipt.) im Allgemeinen (in tschechisch);Casopis Ceskoslovenske Spolecnosti Entomologicke 28;47-53;Praha;Rhagionidae/;/Palae:/;8528
Vimmer, A.;1931;Mouth-parts of Asilidae;Acta Societatis Entomologica Cechosloveniae 28;*53 pp. ?;Prag;;/Palae:/;8529
Vogel, R.;1935;Beobachtungen über Zweiflügler (Diptera), insbesondere parasitische, in Oberhessen;Bericht der Oberhessischen Gesellschaft für Natur- und Heilkunde zu Giessen. Naturwissenschaftliche Abteilung N.F. 16(1933/35);49-57;Giessen;Tabanidae/Syrphidae/;/Palae:/Germany/Hessen/;8563
Volkova, M.I.;1934;[Diptera of the Chuwash Republic according to zoological data of the expeditions from 1926-1929];Science Journal of Zoology 2;70-103;Khazan;;/Palae:/Russia/;10177
Vollmer, C.;1956;Kleines zoologisches Wörterbuch;Berlin: VEB;304 pp.;;;;11069
Vysoký, V.;1991;Contribution to Knowledge of Diptera in Northwest Bohemia - 2.;Fauna Bohemiae Septentrionalis 16;133-135;Ústí nad Labem;;/Palae:/Europe/Czech Republic/;10671
Wagner, T.;1996;Zusammensetzung der baumbewohnenden Arthropodenfauna in Wäldern Zentralafrikas, mit Anmerkungen zur Nebelmethode und zum Morphotypen-Verfahren;Mitteilungen des Internationalen Entomologischen Vereins e.V. 21(1/2);25-42 (35);Frankfurt a.M.;Insecta/Population/Morphotypen/Baumbewohner/;/Afrot:/Rwanda/Zaire/;8627
Wahlgren, E.;1907;Svensk Insekfauna. 11. Uppsala. Tvaningar. Diptera Forsta unterordningen Orthorhapha. Andra Gruppen Flugor Brachycera. Fam. 14-23;Entomologisk Tidskrift 28;129-192 (167-180);Stockholm;;/Palae:/Sweden/;8630
Wainwright, C.J.;1892;[Note: Philonicus albiceps from Barmouth];The Entomological Record & Journal of Variation 3;271;London;Philonicus albiceps/;/Palae:/Europe/UK/;10178
Wainwright, C.J.;1894;[Note:  Dioctria flavipes, D. reinhardi, Laphria marginata from New Forest];The Entomological Record & Journal of Variation 5;279;London;Dioctria flavipes/D. reinhardi/Choerades marginata/;/Palae:/Europe/UK/;10179
Wainwright, C.J.;1896;[Note:  Dioctria atricapilla, D. oelandica taken in Wyre Forest at Whitsuntide];The Entomologist 29;375;London;Dioctria atricapilla/D. oelandica/;/Palae:/Europe/UK/;10181
Wainwright, C.J.;1896;[Note:  Dioctria rufipes with ichneumon as prey];The Entomologist 29;268;London;Dioctria rufipes/Hymenoptera/;/Palae:/Europe/UK/;10180
Wainwright, C.J.;1929;Wyre Forest Areas.  I. Diptera;The Entomologist`s Record and Journal of Variation 41;37-39, 69-71 (70);London;Dioctria atricapilla/D. baumhaueri/D. oelandica/D. rufipes/Machimus atricapillus/;/Palae:/Europe/UK/;10182
Wakeland, C.;1959;Mormon crickets in North America;*USDA ARS Technical Bulletin 1202;77 pp. (44);Beltsville;Cyrtopogon/Orthoptera/;/Nearc:/;8636
Wakely, S.;1951;Collecting in North Devon and Cornwall, 1950;The Entomologist`s Record and Journal of Variation 63;36-38 (38);London;Philonicus albiceps/;/Palae:/Europe/UK/;10183
Waki, I.;2006;Stichopogon infuscantus Bezzi new to Kanagawa Pref., Japan (Diptera, Asilidae);Hana abu 22;80;Kyoto;Stichopogon/;/Palae:/Japan/;11018
Waldbauer, G. P. & Sheldon, J. K.;1971;Phenological relationships of some aculeate Hymenoptera, their Dipteran mimics, and insectivorous birds;Evolution 25;371-382 (375, 380);Lancaster - Lawrence;Laphria flavicollis/L. thoracica/Mallophora bomboides/Aves/;;9735
Walker, F.;1837;Descriptions of Diptera collected by Capt. King in the survey of Straits of Magellan;Transactions of the Linnean Society of London 17;331-359 (340-341);;Asilus n.sp./Philonerax/;/Neotr:/;10580
